order_number,order_line_number,order_date,status,product_category,product_code,product_name,msrp,customer_code,customer_name,address,postal_code,region,country,contact_name,phone,email,latlng,quantity,price,sales,target
942930,7,2021-07-16,Delivered,Automobiles,PC9394-3114,Mercedes McLaren SLR,109,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",31,102.74,3184.94,5272.19
942930,8,2021-07-16,Shipped,Automobiles,PC19565-3114,PT Cruiser,180,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",41,194.06,7956.46,4067.69
955113,1,2022-07-19,Cancelled,Mass Transit,PC8876-5536,Might-E Truck,103,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",32,85.72,2743.04,2739.94
955113,3,2022-07-19,Shipped,Mass Transit,PC32200-3114,VW Bus,130,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",38,141.66,5383.08,6371.94
955113,5,2022-07-19,Delivered,Mass Transit,PC24654-5536,Dumper 2000,69,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",21,63.35,1330.35,648.49
955113,6,2022-07-19,Shipped,Mass Transit,PC11662-2076,Minibus 1000,146,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",28,146.24,4094.72,5042.65
955113,8,2022-07-19,Shipped,Mass Transit,PC7679-3114,Single Decker,124,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",43,96.84,4164.12,3799.89
955113,7,2022-07-19,Delivered,Automobiles,PC32676-3114,Chrysler Airflow,54,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",44,58.36,2567.84,1685.88
955113,10,2022-07-19,Shipped,Automobiles,PC20643-3114,SUV,108,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",31,96.24,2983.44,4977.6
955113,11,2022-07-19,Shipped,Automobiles,PC21952-3114,Jaguar S-3,111,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",38,125.66,4775.08,8864.2
963576,8,2022-12-17,Cancelled,Motorcycles,PC14112-1730,Harley-Davidson XLCR,126,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",26,51.15,1329.9,917.23
963576,13,2022-12-17,Shipped,Motorcycles,PC11746-1730,Honda GL1000 Gold Wing,102,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",20,72.55,1451,1987.01
963576,1,2022-12-17,Shipped,Aviation,PC29946-4152,Airbus A340-600,77,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",25,62.46,1561.5,1335.53
963576,4,2022-12-17,Delivered,Aviation,PC11837-121100,Airbus A380,97,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",20,60.54,1210.8,1906.03
963576,5,2022-12-17,Shipped,Aviation,PC19838-121100,Boeing 747-8,126,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",44,72.42,3186.48,3746.36
963576,7,2022-12-17,Delivered,Aviation,PC27643-4152,Airbus Beluga,73,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",26,142.73,3710.98,6649.89
963576,9,2022-12-17,Shipped,Aviation,PC17262-121100,Boeing Dreamlifter,106,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",26,105.95,2754.7,3315.16
963576,10,2022-12-17,Delivered,Aviation,PC22169-121100,Airbus Beluga XL,86,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",44,113.68,5001.92,4058.95
963576,11,2022-12-17,Shipped,Aviation,PC28014-121100,Stratolaunch,79,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",35,122.21,4277.35,2431.85
963576,12,2022-12-17,Delivered,Aviation,PC8771-12456,Boeing 777X-9,52,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",23,95.2,2189.6,1987.76
963576,14,2022-12-17,Shipped,Marine,PC14329-121100,Oceanic,96,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",24,45.39,1089.36,1189.46
963576,2,2022-12-17,Cancelled,Automobiles,PC30023-5536,Citroen DS,73,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",49,72.33,3544.17,5008.3
963576,3,2022-12-17,Shipped,Automobiles,PC9387-8650,Cadillac Series 62,46,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",33,82.59,2725.47,2149.57
963576,6,2022-12-17,Shipped,Automobiles,PC23940-4152,Alfa Romeo Spider,70,0F5C10AB,Vulputate Incorporated,Ap #430-4732 Morbi Ave,15341,Ulyanovsk Oblast,Turkey,Miriam Vance,1-822-207-7116,nulla.in@hotmail.edu,"-48.7480364032, 123.703290368",34,113.88,3871.92,3662.02
941349,16,2021-05-08,Delivered,Motorcycles,PC26474-3114,"Honda VF750F ""Interceptor""",66,14522E97,Velit Justo Nec Corp.,"P.O. Box 360, 3592 Nulla St.",L0X 2E1,Connacht,China,Renee Foley,327-1582,id.ante@outlook.com,"-37.7160030208, 148.1629426688",35,49.74,1740.9,2269.82
941349,17,2021-05-08,Shipped,Motorcycles,PC15442-5536,Yamaha GTS1000,43,14522E97,Velit Justo Nec Corp.,"P.O. Box 360, 3592 Nulla St.",L0X 2E1,Connacht,China,Renee Foley,327-1582,id.ante@outlook.com,"-37.7160030208, 148.1629426688",31,44.66,1384.46,233.3
961995,1,2022-11-25,Shipped,Automobiles,PC12243-3114,Bugatti Veyron,182,14522E97,Velit Justo Nec Corp.,"P.O. Box 360, 3592 Nulla St.",L0X 2E1,Connacht,China,Renee Foley,327-1582,id.ante@outlook.com,"-37.7160030208, 148.1629426688",45,170,7650,10066.04
961995,2,2022-03-25,Delivered,Automobiles,PC15736-3114,Station Wagon,64,14522E97,Velit Justo Nec Corp.,"P.O. Box 360, 3592 Nulla St.",L0X 2E1,Connacht,China,Renee Foley,327-1582,id.ante@outlook.com,"-37.7160030208, 148.1629426688",40,56.91,2276.4,1278.73
961995,3,2022-11-25,Shipped,Automobiles,PC16275-3114,Woodie,136,14522E97,Velit Justo Nec Corp.,"P.O. Box 360, 3592 Nulla St.",L0X 2E1,Connacht,China,Renee Foley,327-1582,id.ante@outlook.com,"-37.7160030208, 148.1629426688",30,130.94,3928.2,6561.96
961995,4,2022-11-25,Shipped,Automobiles,PC30863-3114,Ford Edsel,99,14522E97,Velit Justo Nec Corp.,"P.O. Box 360, 3592 Nulla St.",L0X 2E1,Connacht,China,Renee Foley,327-1582,id.ante@outlook.com,"-37.7160030208, 148.1629426688",21,104.91,2203.11,2266.08
961995,6,2022-04-25,Shipped,Automobiles,PC13559-4152,AMC Pacer,35,14522E97,Velit Justo Nec Corp.,"P.O. Box 360, 3592 Nulla St.",L0X 2E1,Connacht,China,Renee Foley,327-1582,id.ante@outlook.com,"-37.7160030208, 148.1629426688",20,35.18,703.6,880.19
956415,1,2022-08-21,Delivered,Aviation,PC18067-3114,Boeing 747,90,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",31,71.81,2226.11,847.6
956415,2,2022-08-21,Shipped,Aviation,PC29946-4152,Airbus A340-600,77,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",21,71,1491,877.91
956415,3,2022-08-21,Shipped,Aviation,PC12495-4152,Antonov An-124,117,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",22,105.04,2310.88,3159.93
956415,6,2022-08-21,Shipped,Aviation,PC11837-121100,Airbus A380,97,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",24,83.12,1994.88,2425.04
956415,7,2022-08-21,Delivered,Aviation,PC22169-121100,Airbus Beluga XL,86,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",25,69.6,1740,2788.84
956415,8,2022-08-21,Shipped,Aviation,PC17262-121100,Boeing Dreamlifter,106,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",45,101.71,4576.95,3683.04
956415,9,2022-08-21,Delivered,Aviation,PC28014-121100,Stratolaunch,79,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",32,64.41,2061.12,2248.98
956415,10,2022-08-21,Shipped,Aviation,PC27643-4152,Airbus Beluga,73,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",21,55.96,1175.16,1273.92
956415,11,2022-08-21,Delivered,Aviation,PC11634-3114,Lockheed C-5 Galaxy,168,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",45,127.73,5747.85,7021.27
956415,12,2022-08-21,Shipped,Aviation,PC19887-4152,Antonov An-225 Mriya,73,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",30,73.99,2219.7,2477.96
956415,4,2022-08-21,Shipped,Automobiles,PC30023-5536,Citroen DS,73,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",50,81.86,4093,5527.34
956415,5,2022-08-21,Delivered,Automobiles,PC9387-8650,Cadillac Series 62,46,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",33,51.93,1713.69,2374.48
956415,13,2022-08-21,Shipped,Automobiles,PC23940-4152,Alfa Romeo Spider,70,1597473C,Adipiscing Incorporated,"P.O. Box 840, 4329 Orci Rd.",48268,Mizoram,Costa Rica,Quynn Rodriquez,398-3172,pede@hotmail.org,"-83.4330247168, 60.3647050752",39,71.67,2795.13,2892.36
949161,2,2021-12-05,Delivered,Mass Transit,PC24654-5536,Dumper 2000,69,15B3599C,Vel Corp.,"148-5584 Nunc, Av.",766712,Minas Gerais,New Zealand,Fuller Baldwin,386-7345,amet.faucibus@icloud.couk,"37.024785408, -132.762182656",36,58.82,2117.52,1632.12
949161,3,2021-12-05,Delivered,Mass Transit,PC11662-2076,Minibus 1000,146,15B3599C,Vel Corp.,"148-5584 Nunc, Av.",766712,Minas Gerais,New Zealand,Fuller Baldwin,386-7345,amet.faucibus@icloud.couk,"37.024785408, -132.762182656",28,144.87,4056.36,6788
949161,5,2021-12-05,Delivered,Mass Transit,PC7679-3114,Single Decker,124,15B3599C,Vel Corp.,"148-5584 Nunc, Av.",766712,Minas Gerais,New Zealand,Fuller Baldwin,386-7345,amet.faucibus@icloud.couk,"37.024785408, -132.762182656",34,116.67,3966.78,4451.05
949161,4,2021-12-05,Delivered,Automobiles,PC32676-3114,Chrysler Airflow,54,15B3599C,Vel Corp.,"148-5584 Nunc, Av.",766712,Minas Gerais,New Zealand,Fuller Baldwin,386-7345,amet.faucibus@icloud.couk,"37.024785408, -132.762182656",21,53.33,1119.93,1573.94
949161,7,2021-12-05,Delivered,Automobiles,PC20643-3114,SUV,108,15B3599C,Vel Corp.,"148-5584 Nunc, Av.",766712,Minas Gerais,New Zealand,Fuller Baldwin,386-7345,amet.faucibus@icloud.couk,"37.024785408, -132.762182656",37,90.17,3336.29,2195.53
949161,8,2021-12-05,Shipped,Automobiles,PC21952-3114,Jaguar S-3,111,15B3599C,Vel Corp.,"148-5584 Nunc, Av.",766712,Minas Gerais,New Zealand,Fuller Baldwin,386-7345,amet.faucibus@icloud.couk,"37.024785408, -132.762182656",30,119.38,3581.4,2269.56
949161,9,2021-12-05,Delivered,Automobiles,PC20699-3114,Jeep CJ,66,15B3599C,Vel Corp.,"148-5584 Nunc, Av.",766712,Minas Gerais,New Zealand,Fuller Baldwin,386-7345,amet.faucibus@icloud.couk,"37.024785408, -132.762182656",28,67.46,1888.88,2631.92
949161,10,2021-12-05,Delivered,Automobiles,PC29806-4152,Mercedes-Benz 300SL Gullwing,104,15B3599C,Vel Corp.,"148-5584 Nunc, Av.",766712,Minas Gerais,New Zealand,Fuller Baldwin,386-7345,amet.faucibus@icloud.couk,"37.024785408, -132.762182656",33,97.39,3213.87,3555.51
949161,11,2021-12-05,Delivered,Automobiles,PC23240-3114,Porsche 928,106,15B3599C,Vel Corp.,"148-5584 Nunc, Av.",766712,Minas Gerais,New Zealand,Fuller Baldwin,386-7345,amet.faucibus@icloud.couk,"37.024785408, -132.762182656",28,87.3,2444.4,2136.57
